speaker,text,dialogtype,quest_displayname,quest_name,questfile,speaker_unit,unitfile,raw_text
Vanquisher Guard,"All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_PASS2_GUARD1,MEDIA/UNITS/MONSTERS/QUESTUNITS/HONORED DEAD/VANQUISHER_PASS2_GUARD1.DAT,"All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!"
Vanquisher Guard,"Things are pretty safe here, now.  How are things out on the Temple Steppes?",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_PASS2_GUARD2,MEDIA/UNITS/MONSTERS/QUESTUNITS/HONORED DEAD/VANQUISHER_PASS2_GUARD2.DAT,"Things are pretty safe here, now.  How are things out on the Temple Steppes?"
Miamin,I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-ESTHERIAN-PASS2,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ESTHERIAN-PASS2.DAT,I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!
Vanquisher,"Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,PASSGUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE1/PASSGUARD.DAT,"Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!"
Destroyer,Word's getting back that you're doing really well out there.  I knew you could do it!,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,DESTROYERNPC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/DESTROYERNPC.DAT,Word's getting back that you're doing really well out there.  I knew you could do it!
Vanquisher Medic,The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_MEDIC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MEDIC.DAT,The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!
Vanquisher Guard,All clear in the pass?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_PASS1_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS1_GUARD1.DAT,All clear in the pass?
Vanquisher Guard,All's quiet here.  How are things further up the pass?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_MALE_STARTING_AREA2,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA2.DAT,All's quiet here.  How are things further up the pass?
Vanquisher Guard,"Hey, if you're heading back to the Enclave, can you check with the Commander?  See if she needs us to pull back to the Enclave?",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_MALE_STARTING_AREA3,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA3.DAT,"Hey, if you're heading back to the Enclave, can you check with the Commander?  See if she needs us to pull back to the Enclave?"
Hyue,"It grieves me that the Grand Regent is ... that he is dead.  But now that the Guardian of the Wild is free of Netherim influence, I can feel my own fever abating.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,ESTHERIANELDER1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ELDER1.DAT,"It grieves me that the Grand Regent is ... that he is dead.  But now that the Guardian of the Wild is free of Netherim influence, I can feel my own fever abating."
Eloui,"The Estherians owe you a tremendous debt of gratitude.  Thanks to you, we will continue to endure.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,ESTHERIANELDER3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ELDER3.DAT,"The Estherians owe you a tremendous debt of gratitude.  Thanks to you, we will continue to endure."
Eria,"It seems that even the Grand Regent was not strong enough to fight off the Netherim corruption.  As I recall, he was one of those who had survived the plague at the Retreat.  Perhaps some small seed of the Nether-Beasts had taken root in his spirit, and left him vulnerable once again ...",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,ESTHERIAN1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ESTHERIAN1.DAT,"It seems that even the Grand Regent was not strong enough to fight off the Netherim corruption.  As I recall, he was one of those who had survived the plague at the Retreat.  Perhaps some small seed of the Nether-Beasts had taken root in his spirit, and left him vulnerable once again ..."
Relan,"I should have known it was a Netherim plague!  The strange thoughts I had, the desire to leave the city ... it was exactly as it was, a thousand years ago, when the Netherim wormed their way into the Retreat.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,ESTHERIAN3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ESTHERIAN3.DAT,"I should have known it was a Netherim plague!  The strange thoughts I had, the desire to leave the city ... it was exactly as it was, a thousand years ago, when the Netherim wormed their way into the Retreat."
Vanquisher,"Word is that you met not one, but two Guardians!  What was that like?",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_CANNOT_LEAVE_TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_CANNOT_LEAVE_TOWN.DAT,"Word is that you met not one, but two Guardians!  What was that like?"
Vanquisher Guard,You're all set.  Keep up the good work!,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_PASS3_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS3_GUARD.DAT,You're all set.  Keep up the good work!
Imperial Railmaster,"Everything's just about loaded, and my chief engineer is building up the boiler pressure.  You about ready to head out?",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-RAILMANNPC_TOZERYPHESH,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-RAILMANNPC_TOZERYPHESH.DAT,"Everything's just about loaded, and my chief engineer is building up the boiler pressure.  You about ready to head out?"
Vanquisher Guard,"You're headed to the Ossean Wastes now?  Watch yourself down there; they say there's a war brewing, betweent the Zeraphi and the Ezrohir.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/MALE_VANQUISHER.DAT,"You're headed to the Ossean Wastes now?  Watch yourself down there; they say there's a war brewing, betweent the Zeraphi and the Ezrohir."
Olwin,"You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-BOAT_GHOST_ALT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-BOAT_GHOST_ALT.DAT,"You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ..."
Lord Taldimut,"We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!"
Vanquisher Guard,"It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-Z2-VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-Z2-VANQUISHER_MALE.DAT,"It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight."
Jadok,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-JADOK,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-JADOK.DAT,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost."
Vanquisher Sentry,Where you headed to next?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-CROWSPASS_VANQUISHER,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-CROWSPASS-VANQUISHER_MALE.DAT,Where you headed to next?
Bellethe,I miss my husband so much ... but luckily I still have my little baby-wabies ...,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-FEMALECROWSPASS,MEDIA/UNITS/MONSTERS/QUESTUNITS/TOWNSFOLK/A1-FEMALECROWSPASS.DAT,I miss my husband so much ... but luckily I still have my little baby-wabies ...
Vanquisher Guard,Did you make it up to the Enclave?  Did you speak to Commander Vale?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_MALE_STARTING_AREA,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA.DAT,Did you make it up to the Enclave?  Did you speak to Commander Vale?
Vanquisher Commando,We should be able to get the Estherians back home.  Thanks for getting them out of there.,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-VANQUISHER_SPECOPS,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SPECOPS.DAT,We should be able to get the Estherians back home.  Thanks for getting them out of there.
Injured Commando,Nice work you did in there.,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-VANQUISHER_SPECOPS_INJ,MEDIA/UNITS/MONSTERS/QUESTUNITS/A1-VANQUISHER_SPECOPS_INJ.DAT,Nice work you did in there.
Vanquisher Scout,Seems like your work here is pretty much done.  Maybe a little bit of mop-up here and there.  Do you know where you're headed next?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,Seems like your work here is pretty much done.  Maybe a little bit of mop-up here and there.  Do you know where you're headed next?
Zeraphi,"I am confident that, should it come to war, the Guardians will be more than able to defend the city.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-F1_TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-F1_TOWN.DAT,"I am confident that, should it come to war, the Guardians will be more than able to defend the city."
Zeraphi,I've heard that the Ezrohir are massing by the Forsaken Gate.  I wonder how they got past the Sphinx?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-F2-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-F2-TOWN.DAT,I've heard that the Ezrohir are massing by the Forsaken Gate.  I wonder how they got past the Sphinx?
Zeraphi Guard,"The Guardian of Air will be able to provide us some support, but only inside the city walls.  If it should fall while flying outside, we won't be able to reach it for a rescue.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-GUARD-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN.DAT,"The Guardian of Air will be able to provide us some support, but only inside the city walls.  If it should fall while flying outside, we won't be able to reach it for a rescue."
Zeraphi,"Zeryphesh is my home.  If it's destroyed by the Alchemist and the Ezrohir, I will die with it.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-M3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M3.DAT,"Zeryphesh is my home.  If it's destroyed by the Alchemist and the Ezrohir, I will die with it."
Zeraphi,"I'm actually rather surprised the Ezrohir have been able to move about the Ossean Wastes at all, with the Manticore making its lair out there, in the Stygian Aerie.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-M4,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M4.DAT,"I'm actually rather surprised the Ezrohir have been able to move about the Ossean Wastes at all, with the Manticore making its lair out there, in the Stygian Aerie."
Muzaffar,"Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-MUZAFFAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-MUZAFFAR.DAT,"Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!"
Zeraphi Guard,"The Guardian of Air has ordered the gate to the Empty Quarter sealed.  If the Guardian gives you leave, then I can allow you to pass.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-GUARD-TOWN-PASS1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-PASS1-GATE.DAT,"The Guardian of Air has ordered the gate to the Empty Quarter sealed.  If the Guardian gives you leave, then I can allow you to pass."
Zeraphi Guard,"If you haven't yet spoken to the Guardian of Air, I must caution you:  The Ossean Wastes are not safe during this siege.  If you get into trouble, we cannot send a rescue party.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE.DAT,"If you haven't yet spoken to the Guardian of Air, I must caution you:  The Ossean Wastes are not safe during this siege.  If you get into trouble, we cannot send a rescue party."
Olwin the Betrayed,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-BOAT_GHOST,MEDIA/UNITS/MONSTERS/QUESTUNITS/ACT 2/A2-BOAT_GHOST.DAT,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it."
Nerasis,"Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,SURVEYOR,MEDIA/UNITS/MONSTERS/QUESTUNITS/SURVEYOR.DAT,"Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet."
Dilawar,"Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-DILAWAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DILAWAR.DAT,"Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh."
Wounded Zeraphi,"You've given us a fighting chance, hero.  Thank you.",passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-COMMANDO,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-COMMANDO.DAT,"You've given us a fighting chance, hero.  Thank you."
Zeraphi,Do you think there's a connection between that business with the Guardians in Estheria and the Ezrohir suddenly deciding to attack us again?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,A2-ZERAPHI-M1-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M1-TOWN.DAT,Do you think there's a connection between that business with the Guardians in Estheria and the Ezrohir suddenly deciding to attack us again?
Vanquisher Guard,Weren't you headed to Zeryphesh?,passive,,After Defeating Regent,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_RETURN_TO_TOWN_AFTER_DEFEATING_REGENT.DAT,VANQUISHER_PASS2_GUARD1,MEDIA/UNITS/MONSTERS/QUESTUNITS/HONORED DEAD/VANQUISHER_PASS2_GUARD1.DAT,Weren't you headed to Zeryphesh?
