and000im_gft_amulet             Tevinter Chantry Amulet
gen_im_wep_war_shd_act0_01      Fereldan Soldier's Shield
gen_im_wep_war_shd_act0_02      Mercenary’s Shield
gen_im_wep_war_shd_act0_03      Smuggler’s Heater
gen_im_wep_war_shd_act0_04      Dark Shield
gen_im_wep_war_shd_act1_01      The Bann's Backhouse Door
gen_im_wep_war_shd_act1_02      Markham Head Stopper
gen_im_wep_war_shd_act1_03      Winter-Weight
gen_im_wep_war_shd_act1_04      Oddsmaker
gen_im_wep_war_shd_act1_05      Kirkwall Shield
gen_im_wep_war_shd_act2_01      River's Wave
gen_im_wep_war_shd_act2_02      Warstopper
gen_im_wep_war_shd_act2_03      Brink-Boaster
gen_im_wep_war_shd_act2_04      Spirit of 4:60 Black
gen_im_wep_war_shd_act2_05      Amell Family Shield
gen_im_wep_war_shd_act2_06      Defender of the Wall
gen_im_wep_war_shd_act2_07      Darkspawn Shield
gen_im_wep_war_shd_act3_01      Wardwall
gen_im_wep_war_shd_act3_02      Lord Bearing's Wall
gen_im_wep_war_shd_act3_03      Cornerstone
gen_im_wep_war_shd_act3_04      Hearth Shield
gen_im_wep_war_shd_act3_05      The Father's Hand
gen_im_wep_war_shd_act3_06      Volcanic Shield
gen_im_wep_war_shd_default      Basic Shield
gen_im_wep_war_shd_lore_01      Shield of the Resolute
gen_im_wep_war_shd_lore_02      Shield of the Knight Herself
gen_im_wep_war_shd_start        Reinforced Shield
gen_im_wep_war_two_act0_01      Fereldan Broadaxe
gen_im_wep_war_two_act0_02      Mercenary's Longblade
gen_im_wep_war_two_act0_03      "Imported" Antivan Blade
gen_im_wep_war_two_act0_04      Rebel Queen
gen_im_wep_war_two_act1_01      The Ream-Ward
gen_im_wep_war_two_act1_02      Red Grace
gen_im_wep_war_two_act1_03      Caskhead's Portable Anvil
gen_im_wep_war_two_act1_04      Reforged Hossberg Twainer
gen_im_wep_war_two_act1_05      Templar Great Sword
gen_im_wep_war_two_act2_01      The Brothers' End
gen_im_wep_war_two_act2_02      Persuasion
gen_im_wep_war_two_act2_03      All-Fall
gen_im_wep_war_two_act2_04      Oath-Breaker
gen_im_wep_war_two_act2_05      Potency
gen_im_wep_war_two_act2_06      Binky's Comfort
gen_im_wep_war_two_act2_07      The Subtle Brute
gen_im_wep_war_two_act2_08      Void's Hammer
gen_im_wep_war_two_act3_01      Bassrath-Kata
gen_im_wep_war_two_act3_02      Limbtaker
gen_im_wep_war_two_act3_03      Roadhammer
gen_im_wep_war_two_act3_04      Double-Bearded Axe
gen_im_wep_war_two_act3_05      Her Song
gen_im_wep_war_two_act3_06      Top-Chop Brand
gen_im_wep_war_two_act3_07      Widow's Fury
gen_im_wep_war_two_act3_08      Dwarven Great Axe
gen_im_wep_war_two_default      Basic Greatsword
gen_im_wep_war_two_iconic       Champion's Warblade
gen_im_wep_war_two_lore_01      Sundering
gen_im_wep_war_two_lore_02      The Celebrant
gen_im_wep_war_two_lore_03      Vigilance
gen_im_wep_war_two_lore_04      Blade of Mercy
gen_im_wep_war_two_lore_05      Bloom
gen_im_wep_war_two_start        Fereldan Greatsword
gen_ip_bodybag                  Corpse
gen_ip_sack                     Sack
isa000im_gft_ship_in_bottle     Ship in a Bottle
isa000im_gft_talisman           Rivaini Talisman
isa000ip_bottle_container       Chest
isa000ip_talisman_container     Storage
isa100im_letter                 Hayder's Letter
isa111cr_lucky                  Lucky
isa111cr_thug_1                 Archer
isa111cr_thug_2                 Raider
isa120cr_letter_thug            Raider Ambusher
isa120ip_at_chantry             The Chantry
isa121ar_chantry                The Chantry
isa121cr_hayder                 Hayder
isa121cr_hayder_henchman        Raider
isa200cr_badpoet                Bad Poet
isa200cr_tevinter_highmage      Tevinter Enchanter
isa200cr_tevinter_mage          Tevinter Mage
isa200im_letter                 Isabela's Letter
isa210ip_at_foundry             Lost-End Foundry
isa211ar_foundry                Lost-End Foundry
isa211cr_walleyedsam            Wall-Eyed Sam
isa211_qunari_ambusher2         Qunari Warrior
isa300im_documents              Incriminating Documents
isa300im_office_key             Office Key
isa300ip_document_chest         Chest
isa300ip_office_door            Door
isa300ip_trail_marker           Isabela's Trail
isa300ip_warehouse_exit         Castillon's Landing
isa310ip_to_warehouse           Castillon's Landing
isa311ar_castillon_base         Castillon's Landing
isa311cr_castillon              Castillon
isa321cr_sabina                 Sabina
isa321cr_velasco                Velasco
isa321ip_brothel_door           Door
lgt000cr_aspire                 Arcane Horror
lgt000cr_baz_ant_ass1           Antivan Assassin
lgt000cr_baz_car_loy            Carta Loyalist
lgt000cr_baz_den_rev            Denerim Avenger
lgt000cr_baz_den_rev2           Denerim Avenger
lgt000cr_baz_qun_ds             Qunari Death Squad
lgt000cr_baz_riv_leg            Rivaini Legendary Beard
lgt000cr_baz_sketch             Sketch
lgt000cr_beacon                 Beacon
lgt000cr_bysmor                 Bysmor
lgt000cr_crazed_loner           Crazed Loner
lgt000cr_dwf_turn_in_1          Waxler
lgt000cr_dwf_turn_in_2          Impeccable Bulf
lgt000cr_dwf_turn_in_3          Arintal the Lesser
lgt000cr_dwf_turn_in_4          New Surfacer
lgt000cr_dwf_turn_in_5          Whiskey Master
lgt000cr_dwf_turn_in_6          Traditionalist Envoy
lgt000cr_elf_turn_in_1          Eb Silsam
lgt000cr_elf_turn_in_2          Faj
lgt000cr_elf_turn_in_3          Elven Vintner
lgt000cr_elf_turn_in_6          Elven Radicalist
lgt000cr_epic_merchant_1        Nexus Golem
lgt000cr_epic_merchant_2        Juck Tugust
lgt000cr_epic_merchant_3        Bonny Lem
lgt000cr_epic_merchant_4        Magus Tavarin Hall
lgt000cr_foreshadow             Arl Foreshadow
lgt000cr_gifre                  Gifre
lgt000cr_hate_apostate          Apostate
lgt000cr_hate_blood             Blood Mage
lgt000cr_hate_carta             Carta Thug
lgt000cr_hate_conspirator       Conspirator
lgt000cr_hate_dalish            Dalish Elf
lgt000cr_hate_demon             Demon
lgt000cr_hate_extremist         Anti-Qunari Extremist
lgt000cr_hate_gen_bandits       Bandit
lgt000cr_hate_gen_challenge     Head Hunter
lgt000cr_hate_gen_racist        Angry Kirkwaller
lgt000cr_hate_gen_thug          Thug
lgt000cr_hate_guards            Captain Jeven Loyalist
lgt000cr_hate_guild             Coterie Thug
lgt000cr_hate_isabelathug       Hired Thug
lgt000cr_hate_qunari            Tal-Vashoth Mercenary
lgt000cr_hate_raider            Raider
lgt000cr_hate_slaver            Slaver
lgt000cr_hate_templar           Rogue Templar
lgt000cr_hate_tevinter          Tevinter Bounty Hunter
lgt000cr_hate_thugs             Thug
lgt000cr_hybris                 Hybris
lgt000cr_kirk_turn_in_1         Sareth Talwain
lgt000cr_kirk_turn_in_2         Sister Phylias
lgt000cr_kirk_turn_in_3         Mais Dalesdottir
lgt000cr_kirk_turn_in_4         Guardsman Eustice
lgt000cr_kirk_turn_in_6         Agnes Vorse de Soliere
lgt000cr_mage_turn_in_1         Azure Jamos
lgt000cr_mage_turn_in_2         Bonwald
lgt000cr_mage_turn_in_3         Dalian Shaw
lgt000cr_mage_turn_in_4         Record Keeper Teryn
lgt000cr_mage_turn_in_5         Bolund the Amateur Annalist
lgt000cr_mage_turn_in_6         “East-Wise” Gerralt
lgt000cr_medan                  Medan
lgt000cr_merch_turn_in_4        Brother Plinth the Archivist
lgt000cr_merch_turn_in_6        Ship Spotter
lgt000cr_mystery_friend         A Friend
lgt000cr_sketch                 Sketch
lgt000im_azurejamos             The Eyes of Azure Jamos
lgt000im_ultra_cameo            Goosegirl Cameo
lgt000im_ultra_finger           Petrified Human Finger
lgt000im_ultra_grimoire         Grimoire of the Apprentice
lgt000im_ultra_kirkmap          Map of Occupied Kirkwall
lgt000im_ultra_knife            Ream-Rot Knife
lgt000im_ultra_pants            Fine Dwarven Trousers
lgt000im_ultra_pommel           Eustice's Pommel
lgt000im_ultra_redblossom       Redblossom Salve
lgt000im_ultra_seal             Seal of Dumat
lgt000im_ultra_shawl            Shawl of Dalesdottir
lgt000im_ultra_swatch           Swatch of the Jackyard
lgt000im_ultra_talwain          Seal of House Talwain
lgt000im_ultra_toe              Stone Toe
lgt000im_ultra_waxlerhat        Waxler's Hat
lgt000ip_ancient_stone_door     Ancient Stone Door
lgt000ip_ancient_stone_key      Ancient Stone Key
lgt000ip_at_hybris              Hidden Lair
lgt000ip_black_vial             Black Vial
lgt000ip_bones_disturb1         Corpse
lgt000ip_finger_sack            Bag of Bones
lgt000ip_grimoire_sack          Sack
lgt000ip_hat_sack               Sack
lgt000ip_knife_sack             Sack
lgt000ip_landmark               Mysterious Note
lgt000ip_map_crate              Crate
lgt000ip_old_locked_crate       Old Locked Crate
lgt000ip_pommel_sack            Sack
lgt000ip_ragged_manifest        Ragged Manifest
lgt000ip_redblossom_crate       Crate
lgt000ip_rusty_market_key       Rusty Market Key
lgt000ip_safe_crate             Very Safe Crate
lgt000ip_seal_crate             Crate
lgt000ip_show_world_map         Leave Area
lgt000ip_store_epic1_2          Magnus's Wares
lgt000ip_store_epic1_3          Magnus's Wares
lgt000ip_store_epic2_1          Bonny Lem's Wares
lgt000ip_store_epic2_2          Bonny Lem's Wares
lgt000ip_store_epic2_3          Bonny Lem's Wares
lgt000ip_store_epic3_2          Nexus Golem's Wares
lgt000ip_store_epic3_3          Nexus Golem's Wares
lgt000ip_talwain_crate          Crate
lgt000ip_toe_crate              Crate
lgt000ip_tombs_scroll           Mysterious Scroll
lgt000ip_tombs_seal             Metal Remnant
lgt000ip_ultra_bottledscar      Bottled Scar 5:34 Exalted
lgt000ip_ultra_dwf_remains      "Bearded Beast" Arintal's Remains
lgt000ip_ultra_elf_remains      "Half-Braid" Silsam's Remains
lgt000ip_ultra_hm_remains       Sister Plinth's Remains
lgt000ip_ultra_hoop             Lyrium-Laced Bilge Hoop
lgt000ip_ultra_mage_remains     "South-Song" Gerralt's Corpse
lgt000ip_ultra_tome             Locks of the Golden Fool
lgt000ip_ultra_treatise         Caste Treatise
lgt000ip_who_she_bookshelf      Wither Nug Storm
lgt000ip_who_she_torn_page      Torn Page
lgt000_invis_plc                Generic Invisible Placeable
lgt100cr_captain_qerth          "Captain" Qerth
lgt100cr_gang_1_docks           Redwater Raider
lgt100cr_gang_1_ht              Guardsman Pretender
lgt100cr_gang_1_lt              Sharps Highwayman
lgt100cr_gang_2_docks           Redwater Raider
lgt100cr_gang_2_ht              Guardsman Pretender
lgt100cr_gang_2_lt              Sharps Highwayman
lgt100cr_gang_3_docks           Redwater Raider
lgt100cr_gang_3_ht              Guardsman Pretender
lgt100cr_gang_3_lt              Sharps Highwayman
lgt100cr_gang_4_docks           Redwater Raider
lgt100cr_ignacio_strand         Ignacio Strand
lgt100cr_leech                  Leech
lgt101cr_mag_escp_terrie        Terrie
lgt110ar_gang_hideout_d         Warehouse
lgt110ar_gang_hideout_ht        The Barracks
lgt110ar_gang_hideout_lt        Hovel
lgt110cr_arl_bann_teagan        Teagan
lgt110cr_arl_connor             Connor
lgt110cr_arl_templar_accost     Templar Lieutenant
lgt110cr_coa_captain_1          Ship Captain
lgt110cr_coa_captain_2          Ship Captain
lgt110cr_coa_kirk_guard         Corrupt Guard
lgt110cr_coa_kirk_rep           Kirkwall Official
lgt110cr_coa_sailor             Sailor
lgt110cr_coa_sailor2            Mercenary Archer
lgt110cr_gxa_coa_spy            Suspicious Lady
lgt110cr_gxa_vgk_cnspr_1        Amaranthine Conspirator
lgt110cr_gxa_vgk_cnspr_2        Amaranthine Conspirator
lgt110cr_gxa_vgk_cnspr_3        Amaranthine Conspirator
lgt110cr_gxa_vgk_cnspr_4        Amaranthine Conspirator
lgt110cr_gxa_vgk_slvr_order     Sergeant Joanna
lgt110cr_gxa_vgk_slvr_or_gd     Guard
lgt110cr_orz_harrowmont         Lord Renvil Harrowmont
lgt110cr_orz_harrow_carta       Carta Lieutenant
lgt110cr_orz_harrow_guard       Dwarven Bodyguard
lgt110cr_urn_barker             Salesman
lgt110cr_urn_con_leader         Swindler
lgt110cr_urn_guard              Sergeant Melindra
lgt110cr_urn_shill              Sick Commoner
lgt110ip_at_docks_nt            Docks
lgt110ip_at_gang_hideout_d      Warehouse
lgt110ip_at_gang_hideout_lt     Hovel
lgt111ar_rand_sewer_1_nt        Disused Passage
lgt111cr_alistair_drunk         Alistair
lgt120cr_bhelen_supp_ass        Bhelen Supporter
lgt120cr_bhelen_supp_war        Bhelen Supporter
lgt120cr_orz_bln_messenger      Messenger
lgt120cr_orz_bln_official       Ser Ivhan
lgt120cr_orz_bln_servant        Servant
lgt120cr_orz_bln_traitor        Bhelen Supporter
lgt120cr_traitor                Bhelen Supporter
lgt120ip_at_gang_hideout_ht     The "Barracks"
lgt150cr_nat_were_dalish_gd     Dalish Hunter
lgt150cr_nat_were_supporter     Clara
lgt150im_ntb_wr_ingrdnt_1       Alchemically Sealed Flask
lgt150im_ntb_wr_ingrdnt_2       Purified Deathroot
lgt150im_ntb_wr_ingrdnt_3       Twice-Distilled Quicksilver
lgt150im_ntb_wr_ingrdnt_4       Ebon Rathleek
lgt150ip_ntb_wr_ing_chest       Ingredient Chest
lgt150ip_ntb_wr_ing_chest_1     Ingredient Chest
lgt150ip_ntb_wr_ing_chest_2     Ingredient Chest
lgt150ip_ntb_wr_ing_chest_3     Ingredient Chest
lgt150ip_rand_1                 Misty Cavern
lgt150ip_rand_2                 Gloomy Caves
lgt150ip_rand_3                 Darkened Cavern
lgt151ip_sundermount            Sundermount
lgt160cr_ntb_elf_dalish         Dalish Assassin
lgt160cr_ntb_elf_human          Traveling Merchant
lgt160cr_ntb_elf_werewolf       Fereldan Refugee
lgt160cr_wk_avern_archer        Bandit Archer
lgt160cr_wk_avern_archer_f      Bandit Archer
lgt160cr_wk_avern_bandit        Bandit
lgt160cr_wk_avern_bandit_f      Bandit
lgt160cr_wk_avern_messenger     Dead Messenger
lgt160cr_wk_soph_cultist        Strange Hunter
lgt160cr_wk_soph_hunter         Hunter
lgt160cr_wk_soph_sophia         Sophia Dryden
lgt160im_wk_avern_messages      Grey Warden Documents
lgt160ip_wk_avern_deaddrop      Dead Drop
lgt160ip_wk_avern_messenger     Dead Messenger
lgt160ip_wk_soph_fake_soph      Sophia Dryden
lgt200cr_cor_blimey             Cor "The Bastard" Blimey
lgt200cr_gang_1_docks           Undercut Thrifter
lgt200cr_gang_1_ht              Invisible Sister
lgt200cr_gang_1_lt              Dog Lord
lgt200cr_gang_2_docks           Undercut Thrifter
lgt200cr_gang_2_ht              Invisible Sister
lgt200cr_gang_2_lt              Dog Lord
lgt200cr_gang_3_ht              Invisible Sister
lgt200cr_gracious_gillian       "Gracious" Gillian Winger
lgt200cr_kanky_hammertoe        "Kanky" Hammertoe
lgt200cr_pride_abomination      Pride Abomination
lgt200cr_tome_abomination       Abomination
lgt200cr_tome_corpse            Corpse
lgt200cr_tome_desire            Desire Demon
lgt200cr_tome_horror            Arcane Horror
lgt200cr_tome_pride             Xebenkeck
lgt200cr_tome_revenant          Revenant
lgt200im_eom_book               Book of Forbidden Lore
lgt200ip_eau_tome01             Evil Tome
lgt200ip_eau_tome02             Evil Tome
lgt200ip_eau_tome03             Evil Tome
lgt200ip_eau_tome04             Evil Tome
lgt200ip_eau_tome05             Evil Tome
lgt200ip_eau_tome_final         Fell Grimoire
lgt210ar_gang_hideout_d         Run Down Alley
lgt210cr_debt_thug1             Hoodlum
lgt210cr_debt_thug2             Hooligan
lgt210cr_eau_keran_father       Keran's Father
lgt210cr_eau_margitte           Templar Recruit Margitte
lgt210cr_eau_senestra           Senestra
lgt210cr_eau_thug3              Cutthroat
lgt210cr_magu_selby             Mistress Selby
lgt210cr_mag_escp_rescued       Captured Apostate
lgt210cr_qun_blk_qunari         Qunari
lgt210cr_shp_kill_qunari1       Qunari
lgt210cr_shp_kill_qunari2       Qunari
lgt210cr_shp_kill_qunari3       Qunari
lgt210ip_ingredient1            First Ingredient
lgt210ip_ingredient2            Second Ingredient
lgt210ip_ingredient3            Third Ingredient
lgt210ip_ingredient4            Fourth Ingredient
lgt210ip_selby_board            Mistress Selby's Board
lgt211ar_gang_hideout_lt        Decrepit Alley
lgt211ar_rand_sewer_1_nt        Disused Passage
lgt211cr_alistair_drunk         Alistair
lgt220ar_gang_hideout_ht        Suspicious House
lgt220cr_mag_apost_apost1       Jake the Black
lgt220cr_mag_apost_apost2       Innley of Starkhaven
lgt220cr_mag_apost_apost3       Heborah de Soliere
lgt220cr_mag_templar            Templar
lgt220cr_mag_tmplr_archer       Templar Archer
lgt220cr_mag_tmplr_captain      Templar Lieutenant
lgt220cr_mag_tmplr_hunt         Templar Hunter
lgt220cr_shp_mag_bofort         Bofort
lgt220cr_shp_mag_devrona        Tate
lgt220cr_shp_mag_guard          Private Venelle
lgt220cr_shp_mag_tate           Tate
lgt220cr_shp_mag_victim         Ser Danvil Laurie
lgt220ip_shp_mag_bofort         Ser Bofort
lgt220ip_shp_mag_devrona        Devrona
lgt220ip_shp_mag_tate           Smart Tate
lgt230ip_at_tomecave            Evil Pit
lgt231ar_tome_final             The Forgotten Lair
lgt231cr_lyrium_smuggler        Dwarf Mercenary
lgt231ip_at_darktown            Darktown
lgt240ip_at_tomecave            Cave
lgt241ar_tome_cave              Rotting Cave
lgt241ip_at_bonepit             The Bone Pit
lgt250cr_way_dalish_hunter      Dalish Hunter
lgt250cr_way_dalish_templar     Templar
lgt250ip_at_tomecave            Recently Opened Passage
lgt251ar_tome_cave              Abandoned Thaig
lgt251cr_bancroft               Bancroft
lgt251cr_stone_golem            Stone Golem
lgt251ip_at_sundermount         Sundermount
lgt251ip_chest_disturbed        Chest
lgt251ip_door_trap1             Door
lgt260cr_eau_asst_harbor        Harbormaster's Assistant
lgt260cr_eau_official           Kirkwall Bureaucrat
lgt260cr_eau_templar_capt       Templar Lieutenant
lgt260cr_eau_tmp_angelique      Angelique
lgt260cr_eau_tmp_conrad         Ser Conrad
lgt260cr_eau_tmp_dockworker     Dockworker
lgt260cr_eau_tmp_flowergirl     Flower Girl
lgt260cr_eau_tmp_roderick       Ser Roderick
lgt260cr_eau_tmp_terrell        Ser Terrell
lgt260cr_way_apostate_1         Apostate
lgt260cr_way_apostate_2         Apostate
lgt260cr_way_bloodmage_1        Blood Mage
lgt260cr_way_bloodmage_lead     Blood Mage Controller
lgt260cr_way_mage2              Blood Mage Hypnotist
lgt260cr_way_merc_1             Mercenary
lgt260cr_way_merc_2             Mercenary
lgt260cr_way_merc_3             Mercenary
lgt260cr_way_merc_lead          Mercenary Captain
lgt260cr_way_merc_lead2         Mercenary Officer
lgt260ip_at_tomecave            Dank Cave
lgt260ip_at_to_rescuecave       Bounty Hunter Getaway
lgt261ar_rescue_cave            Bounty Hunter Getaway
lgt261ar_tome_cave              Dank Cave
lgt261cr_archer                 Bounty Hunter
lgt261cr_rogue                  Bounty Hunter Assassin
lgt261cr_rogue2                 Bounty Hunter Commander
lgt261cr_thug                   Bounty Hunter
lgt261ip_at_coast               Wounded Coast
lgt261ip_at_to_coast            Wounded Coast
lgt261ip_treasure               Pile of Treasure
lgt261ip_treasure_pile          Pile of Treasure
lgt270ip_eau_docks_scroll       Delivery Order
lgt300cr_gang_1_docks           Slave Hunter
lgt300cr_gang_1_ht              Bloodrager
lgt300cr_gang_1_lt              Follower of She
lgt300cr_gang_2_docks           Slave Hunter
lgt300cr_gang_2_ht              Bloodrager
lgt300cr_gang_2_lt              Follower of She
lgt300cr_gang_3_docks           Slave Hunter
lgt300cr_gang_3_ht              Bloodrager Thrall
lgt300cr_gang_3_lt              Follower of She
lgt300cr_gang_4_ht              Bloodrager Thrall
lgt300cr_gang_4_lt              Follower of She
lgt300cr_gang_5_ht              Bloodrager Thrall
lgt300cr_hanker                 Hanker
lgt300cr_jakeson_hall           Jakeson "The Bleeder" Hall
lgt300cr_jess_varvel            Jess "Leashmaster" Varvel
lgt310cr_mag_grigor             Grigor
lgt310cr_mag_melson             Melson
lgt310cr_mag_melson_guard1      Melson's Guard
lgt310cr_mag_melson_guard2      Melson's Guard
lgt310cr_mag_ors_informant      Informant
lgt310cr_mis_burn_murder1       Street Thug
lgt310cr_mis_burn_murder2       Street Thug
lgt310cr_mis_burn_rival_thu     Street Thug
lgt310cr_shw_ors_informant      Ser Edgert the Hound
lgt310cr_shw_ors_inform_tmp     Informant
lgt310ip_at_bandit_alley        Run Down Alley
lgt310ip_body_1                 Dead Body
lgt310ip_body_2                 Dead Body
lgt310ip_body_3                 Dead Body
lgt310ip_body_4                 Dead Body
lgt310ip_drop_zone_1            Dispose of Body
lgt310ip_drop_zone_2            Dispose of Body
lgt310ip_drop_zone_3            Dispose of Body
lgt310ip_drop_zone_4            Dispose of Body
lgt310ip_stones                 Tie Stone to Dead Body
